order_id,date,region,category,product,quantity,unit_price,discount_pct,revenue,salesperson
ORD10040,2024-02-25,South,Furniture,Chair,9,2157.2,10.0,17473.33,Katie Moore
ORD10041,2024-12-01,North,Furniture,Table,18,4245.74,20.0,61138.64,Jeffery Anderson
ORD10042,2023-09-14,South,Electronics,Phone,12,7172.25,5.0,81763.6,Michelle Bullock
ORD10043,2023-06-22,North,Electronics,Tablet,12,4564.2,5.0,52031.9,Jonathan Roberts
ORD10044,2023-07-14,North,Furniture,Shelf,8,2217.65,5.0,16854.17,John Cox
ORD10045,2023-07-13,North,Clothing,Jacket,9,1345.74,0.0,12111.67,Austin Allen
ORD10046,2024-04-08,North,Sports,Football,12,469.84,5.0,5356.14,Rose James PhD
ORD10047,2024-06-12,Central,Clothing,Shoes,3,1480.95,10.0,3998.56,Meghan Evans
ORD10048,2023-06-06,Central,Sports,Cycle,4,6677.56,10.0,24039.2,Jake Floyd
ORD10049,2024-02-14,Central,Furniture,Chair,12,2670.34,10.0,28839.67,Julie Edwards
ORD10050,2023-07-01,Central,Groceries,Rice,9,85.47,15.0,653.83,Joseph Jones
ORD10051,2024-06-20,East,Groceries,Oil,3,169.06,10.0,456.47,Patricia Sanders
ORD10052,2024-09-18,South,Electronics,Tablet,14,4738.33,10.0,59702.91,Rachel Ray
ORD10053,2024-11-13,Central,Clothing,Shoes,6,1344.02,10.0,7257.69,Paige Lopez
ORD10054,2023-05-21,East,Electronics,Tablet,14,5427.55,20.0,60788.59,Jason Lewis
ORD10055,2023-08-22,North,Sports,Dumbbells,17,990.96,5.0,16004.07,Curtis Fields
ORD10056,2024-11-22,East,Furniture,Shelf,3,2189.96,5.0,6241.38,Joshua Smith
ORD10057,2023-03-20,North,Clothing,Jeans,2,922.53,15.0,1568.3,Amy Parrish
ORD10058,2023-11-05,North,Sports,Dumbbells,13,997.31,5.0,12316.84,Jason Brooks
ORD10059,2023-04-08,North,Electronics,Headphones,17,1977.74,20.0,26897.27,Edward Stevens
ORD10060,2024-08-14,Central,Sports,Football,15,515.86,20.0,6190.37,Michael Simmons
ORD10061,2024-12-27,East,Sports,Football,15,462.95,5.0,6597.05,Jesus Powell
ORD10062,2023-11-08,East,Groceries,Sugar,9,57.94,10.0,469.28,Lisa Bowers
ORD10063,2023-09-23,South,Furniture,Sofa,5,11637.34,15.0,49458.71,Edward Bond
ORD10064,2024-07-02,South,Clothing,T-Shirt,11,505.38,15.0,4725.29,Brett Ray
ORD10065,2023-10-12,East,Sports,Dumbbells,19,963.15,0.0,18299.85,Deborah Rodriguez
ORD10066,2023-09-16,North,Sports,Dumbbells,16,914.91,15.0,12442.79,Angela Castillo
ORD10067,2024-11-20,Central,Sports,Yoga Mat,6,439.76,5.0,2506.62,David Ayala
ORD10068,2023-10-28,West,Electronics,Headphones,3,2084.61,5.0,5941.13,Gregory Fischer
ORD10069,2024-05-11,West,Clothing,T-Shirt,11,455.84,10.0,4512.77,Jeremy Hernandez
ORD10070,2023-05-02,East,Furniture,Bed Frame,16,7701.48,20.0,98578.93,Andrea Griffin
ORD10071,2023-11-27,North,Clothing,T-Shirt,1,566.31,5.0,537.99,Cindy Sutton
ORD10072,2023-04-07,West,Groceries,Oil,16,156.57,20.0,2004.16,Shannon Wood
ORD10073,2023-03-19,North,Furniture,Sofa,6,14811.27,0.0,88867.63,Holly Myers
ORD10074,2024-11-03,Central,Furniture,Shelf,13,2263.75,5.0,27957.31,Kelly Smith
ORD10075,2024-12-26,North,Clothing,T-Shirt,20,544.74,20.0,8715.8,Benjamin Holloway
ORD10076,2024-07-01,West,Furniture,Shelf,3,2002.57,10.0,5406.95,Vincent Holt
ORD10077,2024-07-06,Central,Sports,Cricket Bat,15,848.69,15.0,10820.82,Ricky Bender
ORD10078,2024-09-09,East,Furniture,Shelf,15,1960.36,20.0,23524.37,Carla Stevens
ORD10079,2024-05-20,West,Clothing,T-Shirt,8,536.5,20.0,3433.58,Shelby Wolf
ORD10080,2024-08-26,East,Furniture,Chair,6,2489.67,10.0,13444.2,Brandon Cochran
ORD10081,2024-10-03,South,Furniture,Sofa,18,11088.74,5.0,189617.39,Louis Long
ORD10082,2023-09-15,North,Sports,Dumbbells,16,1042.73,15.0,14181.09,Elizabeth Perry
ORD10083,2024-04-12,West,Electronics,Tablet,8,4708.37,20.0,30133.55,David Boyer
ORD10084,2024-06-09,East,Groceries,Pulses,18,112.96,15.0,1728.28,Peter Osborn
ORD10085,2023-02-25,South,Furniture,Table,11,3542.58,20.0,31174.7,Jeremiah Cummings
ORD10086,2024-12-20,East,Clothing,Jeans,9,1066.31,20.0,7677.42,Michelle Cunningham
ORD10087,2023-05-23,Central,Electronics,Phone,12,6325.92,0.0,75911.08,Brian Henson
ORD10088,2023-01-21,West,Clothing,Jacket,18,1405.52,5.0,24034.46,Sherri Williams
ORD10089,2024-10-06,North,Electronics,Laptop,16,9935.15,10.0,143066.15,Virginia Marquez
ORD10090,2023-02-21,North,Furniture,Bed Frame,13,8976.72,20.0,93357.87,Joshua Crosby
ORD10091,2024-10-18,West,Clothing,Jeans,3,1147.03,0.0,3441.08,Joshua Brown
ORD10092,2023-10-10,Central,Groceries,Pulses,17,114.73,15.0,1657.84,Tonya Foster
ORD10093,2023-10-25,South,Sports,Yoga Mat,20,454.08,0.0,9081.5,Timothy Johnson
ORD10094,2023-11-03,South,Clothing,Jacket,6,1382.02,20.0,6633.68,Jennifer Park MD
ORD10095,2024-08-23,East,Electronics,Headphones,10,1718.72,10.0,15468.52,Andrew Bailey
ORD10096,2023-11-22,South,Sports,Cricket Bat,9,867.99,20.0,6249.55,April Barnett
ORD10097,2023-09-03,North,Sports,Cricket Bat,5,896.9,5.0,4260.26,William Rodgers
ORD10098,2024-10-23,West,Clothing,Jacket,15,1330.07,10.0,17955.97,Vincent Wright
ORD10099,2024-09-14,East,Furniture,Shelf,15,1747.39,0.0,26210.86,Megan Huff
ORD10100,2023-01-19,North,Groceries,Flour,8,89.95,20.0,575.66,Ryan Collins
ORD10101,2023-01-09,South,Furniture,Shelf,16,2010.37,15.0,27341.07,Donald Lee
ORD10102,2024-11-11,East,Groceries,Sugar,3,58.47,15.0,149.1,Andrew Jenkins
ORD10103,2024-06-27,Central,Electronics,Phone,16,6554.32,15.0,89138.76,James Garcia
ORD10104,2024-02-28,Central,Electronics,Headphones,9,1893.02,15.0,14481.58,Michelle Silva
ORD10105,2024-08-20,West,Electronics,Smartwatch,2,2717.92,10.0,4892.25,Dr. Wanda Blanchard PhD
ORD10106,2024-04-15,West,Sports,Cricket Bat,18,710.55,10.0,11510.97,Jeremy Russell
ORD10107,2023-11-18,West,Electronics,Laptop,6,9431.31,0.0,56587.84,Craig Gutierrez
ORD10108,2024-02-16,East,Electronics,Phone,4,7309.15,5.0,27774.75,Regina Flynn
ORD10109,2024-07-05,West,Groceries,Flour,16,72.93,20.0,933.46,Justin Gutierrez
ORD10110,2023-09-11,Central,Clothing,Dress,3,745.37,15.0,1900.68,Kathy Stewart
ORD10111,2024-05-28,South,Furniture,Chair,19,2558.92,15.0,41326.53,Marvin Smith
ORD10112,2024-08-13,West,Sports,Cycle,11,6092.44,20.0,53613.43,Toni Bennett
ORD10113,2023-12-02,East,Furniture,Table,19,3858.6,15.0,62316.39,Christopher Mann
ORD10114,2023-07-17,Central,Sports,Dumbbells,16,1138.31,5.0,17302.28,Harold Mills
ORD10115,2023-08-24,South,Furniture,Chair,17,2806.71,0.0,47714.04,Jocelyn Houston
ORD10116,2024-02-21,North,Sports,Football,9,474.83,15.0,3632.47,Elaine Stanton
ORD10117,2024-07-20,North,Furniture,Shelf,16,2222.32,0.0,35557.09,David Stanley
ORD10118,2023-04-15,South,Clothing,Jacket,14,1714.11,0.0,23997.52,Claudia Romero
ORD10119,2024-01-14,South,Furniture,Chair,2,2344.09,10.0,4219.36,Robert Bonilla
ORD10120,2023-07-28,West,Clothing,Dress,6,721.11,20.0,3461.35,Michelle Ramirez
ORD10121,2023-08-15,East,Groceries,Oil,8,147.26,10.0,1060.3,Kendra Wood
ORD10122,2023-05-19,East,Electronics,Headphones,3,1964.06,10.0,5302.95,Thomas Miller
ORD10123,2024-08-04,South,Sports,Yoga Mat,7,458.78,15.0,2729.71,Julie Sharp
ORD10124,2024-06-09,North,Sports,Cycle,10,5138.63,15.0,43678.39,Dakota Caldwell
ORD10125,2024-10-20,East,Groceries,Rice,10,107.19,5.0,1018.3,Carl Middleton
ORD10126,2024-10-10,West,Clothing,Jeans,5,1037.44,0.0,5187.18,Christopher Carson
ORD10127,2023-06-24,West,Electronics,Smartwatch,3,3367.54,10.0,9092.36,Randy Parker
ORD10128,2024-03-27,South,Clothing,Jeans,17,999.54,10.0,15292.93,Brandon Sanchez
ORD10129,2024-05-05,South,Furniture,Bed Frame,4,8913.5,0.0,35654.02,Cassidy Lopez
ORD10130,2023-06-04,West,Sports,Cycle,13,5124.2,20.0,53291.67,Samantha Johnson
ORD10131,2024-10-16,North,Furniture,Sofa,12,11471.67,5.0,130777.01,Larry Craig
ORD10132,2023-06-23,East,Groceries,Pulses,3,123.83,15.0,315.78,Beth Harper
ORD10133,2023-03-04,North,Sports,Cricket Bat,2,752.11,15.0,1278.58,Lauren Brooks
ORD10134,2024-03-14,Central,Clothing,Dress,15,768.08,20.0,9216.98,Stacey Rios
ORD10135,2023-11-02,East,Clothing,Shoes,16,1344.07,10.0,19354.6,Douglas Gross
ORD10136,2023-08-18,East,Clothing,Shoes,12,1142.87,10.0,12342.98,Rebecca Gonzalez
ORD10137,2023-05-03,South,Electronics,Headphones,4,2268.27,15.0,7712.12,Natasha Klein
ORD10138,2024-01-07,North,Groceries,Rice,8,113.52,20.0,726.52,Kristina Scott
ORD10139,2023-10-26,Central,Groceries,Oil,8,141.34,5.0,1074.16,Cheryl Evans DDS
ORD10140,2023-03-04,North,Electronics,Tablet,18,4625.06,5.0,79088.46,Michael Gray
ORD10141,2023-06-09,North,Clothing,T-Shirt,19,472.62,5.0,8530.77,Mrs. Carrie Campbell
ORD10142,2023-09-17,Central,Clothing,Shoes,3,1289.74,10.0,3482.31,Victor Martin
ORD10143,2023-09-10,West,Electronics,Headphones,20,1725.16,20.0,27602.5,Mrs. Veronica Hardy
ORD10144,2024-08-23,West,Electronics,Laptop,14,10557.24,15.0,125631.12,Jason Crane
ORD10145,2023-06-21,Central,Electronics,Laptop,3,8877.69,20.0,21306.45,Ms. Mary Strickland
ORD10146,2024-07-04,North,Groceries,Flour,15,79.13,15.0,1008.93,Sabrina Green
ORD10147,2024-07-13,West,Groceries,Oil,8,145.15,15.0,987.0,Donna Gomez
ORD10148,2024-07-22,West,Electronics,Tablet,9,4810.49,5.0,41129.68,Roy Johnson
ORD10149,2023-02-26,South,Electronics,Laptop,14,8788.81,10.0,110739.06,Matthew Hamilton
ORD10150,2024-10-28,North,Groceries,Rice,4,96.35,15.0,327.59,Donna Petty
ORD10151,2024-05-05,West,Furniture,Shelf,4,2045.73,5.0,7773.77,Kristin Schneider
ORD10152,2024-06-08,West,Clothing,T-Shirt,4,538.31,20.0,1722.6,Ian Edwards
ORD10153,2023-10-01,South,Groceries,Pulses,20,134.32,10.0,2417.73,Jamie Knight
ORD10154,2024-06-19,West,Furniture,Sofa,1,11756.58,5.0,11168.75,Cindy Gonzalez
ORD10155,2023-12-13,West,Electronics,Phone,3,7515.76,5.0,21419.92,Thomas Gordon
ORD10156,2024-03-20,North,Sports,Yoga Mat,10,425.53,20.0,3404.2,Michael Jones
ORD10157,2023-03-16,Central,Electronics,Phone,3,6520.48,15.0,16627.24,Paula Price
ORD10158,2023-05-04,East,Sports,Dumbbells,17,883.26,15.0,12763.12,Frances Kelly
ORD10159,2024-09-02,North,Groceries,Sugar,2,54.05,20.0,86.49,James Figueroa
ORD10160,2023-04-01,West,Clothing,Jacket,9,1404.31,0.0,12638.83,Toni Cherry
ORD10161,2024-03-18,East,Sports,Football,18,529.49,20.0,7624.65,Traci Morales
ORD10162,2023-12-28,East,Electronics,Headphones,14,1710.39,0.0,23945.45,Peter Garcia
ORD10163,2024-10-01,East,Groceries,Sugar,14,55.27,15.0,657.77,Carrie Wilson
ORD10164,2024-08-08,West,Clothing,Dress,3,783.83,0.0,2351.49,Jamie Bryant
ORD10165,2023-09-08,East,Groceries,Sugar,13,65.56,10.0,767.03,David Griffith
ORD10166,2023-09-12,South,Clothing,T-Shirt,17,500.49,10.0,7657.49,Gabriela Nielsen
ORD10167,2024-03-25,North,Clothing,T-Shirt,7,450.12,5.0,2993.32,Dr. Michael Kramer
ORD10168,2024-08-11,East,Clothing,Shoes,19,1354.72,20.0,20591.8,Lisa Marshall MD
ORD10169,2024-02-19,North,Clothing,Shoes,15,1350.2,10.0,18227.71,Stephanie Davis
ORD10170,2024-02-12,East,Furniture,Shelf,15,1970.16,0.0,29552.44,David Valentine
ORD10171,2024-10-15,Central,Electronics,Laptop,15,10239.96,0.0,153599.46,Christian Mays
ORD10172,2024-10-15,North,Clothing,Jacket,17,1341.99,0.0,22813.87,Jordan Brown
ORD10173,2023-09-15,Central,Furniture,Chair,2,2309.88,15.0,3926.8,Courtney Coleman
ORD10174,2024-03-14,East,Groceries,Pulses,12,133.92,15.0,1365.99,Jeffrey Bennett
ORD10175,2024-11-22,West,Groceries,Rice,3,93.94,20.0,225.46,Ashley Clark
ORD10176,2023-12-12,East,Furniture,Sofa,11,11366.98,5.0,118784.98,Deanna Dodson
ORD10177,2023-10-27,South,Sports,Football,10,507.82,10.0,4570.39,Lisa Watson
ORD10178,2024-11-10,South,Groceries,Rice,17,94.9,10.0,1451.91,Holly Schroeder
ORD10179,2023-08-03,East,Clothing,Jacket,8,1723.84,5.0,13101.18,Gregory Fisher
ORD10180,2023-09-05,Central,Electronics,Smartwatch,11,3337.64,20.0,29371.24,Kimberly Cook
ORD10181,2023-03-24,West,Sports,Football,20,545.26,5.0,10360.01,Brittany Hernandez
ORD10182,2023-06-08,Central,Electronics,Headphones,15,2065.32,15.0,26332.88,Bailey Munoz
ORD10183,2023-08-15,West,Clothing,Jacket,12,1579.18,20.0,15160.17,Linda Burke
ORD10184,2024-09-05,East,Furniture,Bed Frame,6,9854.51,20.0,47301.65,Kristina Ryan
ORD10185,2023-06-03,South,Electronics,Headphones,17,2209.59,10.0,33806.79,Bradley Gardner
ORD10186,2023-09-27,West,Furniture,Bed Frame,14,7896.75,5.0,105026.76,Stephanie Simmons
ORD10187,2023-07-13,North,Furniture,Chair,13,2500.5,5.0,30881.23,Brandon Richardson
ORD10188,2024-01-26,South,Furniture,Table,4,4405.91,10.0,15861.28,David Hernandez
ORD10189,2024-05-15,Central,Clothing,T-Shirt,5,537.75,15.0,2285.43,Cindy Jones
ORD10190,2024-01-24,Central,Electronics,Laptop,7,11003.79,20.0,61621.22,Susan Gutierrez
ORD10191,2024-02-08,West,Groceries,Sugar,8,55.48,0.0,443.84,Eddie Wilson
ORD10192,2023-02-21,Central,Groceries,Sugar,16,60.71,0.0,971.4,Kim Willis
ORD10193,2023-12-12,South,Groceries,Oil,10,145.84,20.0,1166.7,Karen Mills
ORD10194,2023-03-17,Central,Groceries,Sugar,17,67.4,0.0,1145.82,Patricia Smith
ORD10195,2023-09-21,West,Groceries,Pulses,13,132.33,0.0,1720.26,Sherri Robbins
ORD10196,2023-12-08,North,Furniture,Sofa,12,14124.14,10.0,152540.73,Jasmine Tucker
ORD10197,2023-03-27,West,Groceries,Flour,12,80.09,5.0,913.03,Erica Davis
ORD10198,2023-03-02,South,Sports,Football,15,429.69,5.0,6123.03,Suzanne Espinoza
ORD10199,2024-05-25,South,Electronics,Tablet,18,4959.11,0.0,89263.94,Jill Jackson
ORD10200,2024-01-14,West,Furniture,Sofa,9,11534.57,10.0,93429.98,Victoria Bennett
ORD10201,2023-06-26,Central,Sports,Dumbbells,16,1056.56,10.0,15214.51,Dr. Justin Singh
ORD10202,2024-12-18,East,Furniture,Chair,3,2446.98,5.0,6973.88,Natalie Kelly
ORD10203,2024-02-23,West,Furniture,Chair,10,2353.93,20.0,18831.44,Jake Rose
ORD10204,2024-06-20,West,Clothing,Shoes,2,1387.39,10.0,2497.3,Andrea Garcia PhD
ORD10205,2024-02-01,South,Furniture,Chair,12,2508.81,5.0,28600.44,Kaitlyn Molina
ORD10206,2023-01-12,West,Groceries,Sugar,3,54.33,10.0,146.68,David Pittman
ORD10207,2023-10-15,North,Groceries,Rice,15,112.33,10.0,1516.46,Joshua Martin
ORD10208,2024-09-08,North,Groceries,Oil,13,140.7,10.0,1646.23,Kelsey Johnson
ORD10209,2024-08-23,West,Electronics,Phone,18,6196.41,10.0,100381.89,Matthew Pearson
ORD10210,2024-05-15,South,Clothing,Dress,7,708.55,0.0,4959.82,Phyllis Payne
ORD10211,2024-11-18,East,Sports,Cricket Bat,12,849.23,20.0,8152.58,Jeffrey Dickson
ORD10212,2023-12-07,South,Furniture,Table,12,4009.5,0.0,48114.05,Cassandra Macdonald
ORD10213,2024-01-26,Central,Clothing,Shoes,18,1327.17,15.0,20305.65,Stanley Mitchell
ORD10214,2023-02-17,West,Clothing,Dress,10,774.59,15.0,6584.01,Wayne Moore
ORD10215,2023-02-15,Central,Sports,Cycle,11,6255.17,15.0,58485.81,Kyle Foster
ORD10216,2023-09-27,North,Furniture,Table,5,3918.16,0.0,19590.81,Alexandra Reynolds
ORD10217,2023-05-12,Central,Groceries,Oil,6,141.07,5.0,804.12,Kayla Robinson
ORD10218,2023-05-20,Central,Furniture,Chair,18,2329.91,10.0,37744.48,Sean Walker
ORD10219,2023-11-06,Central,Electronics,Smartwatch,19,3396.31,5.0,61303.46,Darryl Johnson
ORD10220,2023-10-09,South,Groceries,Flour,1,69.07,20.0,55.26,Robert Johnson
ORD10221,2023-10-10,East,Groceries,Sugar,16,65.89,20.0,843.33,Monica Dean
ORD10222,2024-11-06,West,Sports,Football,10,492.05,0.0,4920.46,Emily Martin
ORD10223,2023-08-28,East,Sports,Dumbbells,11,1030.97,10.0,10206.56,Chad Maldonado
ORD10224,2024-03-08,West,Furniture,Bed Frame,17,9165.44,10.0,140231.23,Cameron Hendricks
ORD10225,2023-08-13,Central,Electronics,Tablet,5,4394.34,10.0,19774.52,Savannah Flowers
ORD10226,2024-03-25,South,Sports,Football,19,532.1,5.0,9604.46,Alex Sanders
ORD10227,2024-08-13,Central,Sports,Cycle,10,5994.27,0.0,59942.67,Peggy Hubbard
ORD10228,2024-04-20,West,Sports,Football,2,431.72,15.0,733.92,Kathryn Hoover
ORD10229,2023-01-24,East,Furniture,Shelf,14,1779.47,10.0,22421.33,Brittany Morgan
ORD10230,2024-01-12,Central,Sports,Yoga Mat,2,407.41,5.0,774.08,Michael Smith
ORD10231,2024-07-22,Central,Furniture,Chair,18,2333.86,20.0,33607.53,Amy Myers
ORD10232,2024-02-18,East,Electronics,Phone,12,7618.2,10.0,82276.51,Michael Suarez
ORD10233,2024-10-05,East,Clothing,Jeans,17,861.21,0.0,14640.64,Brandi Rivera
ORD10234,2023-08-11,Central,Sports,Cycle,20,6706.52,5.0,127423.86,Amy Davis
ORD10235,2024-07-18,West,Furniture,Table,19,3802.7,20.0,57801.0,James Meyer
ORD10236,2023-08-14,Central,Groceries,Flour,12,75.0,0.0,900.0,Zachary Mckinney
ORD10237,2024-10-19,South,Furniture,Chair,9,2849.16,20.0,20513.97,Alex Blevins
ORD10238,2023-08-25,West,Electronics,Smartwatch,17,3115.08,20.0,42365.14,Jeffrey Wu
ORD10239,2023-01-14,South,Clothing,Jeans,7,854.83,10.0,5385.4,Daniel Klein
ORD10240,2024-07-07,Central,Sports,Football,2,529.8,20.0,847.69,Christopher Patton
ORD10241,2024-09-18,East,Furniture,Bed Frame,11,10231.91,15.0,95668.39,Lynn Abbott
ORD10242,2024-11-09,Central,Groceries,Flour,20,78.63,5.0,1493.88,Kelly Smith
ORD10243,2024-05-11,West,Furniture,Table,7,4227.23,15.0,25152.02,Kathy Mendoza
ORD10244,2024-12-13,West,Furniture,Shelf,10,1772.24,20.0,14177.9,Anthony Taylor
ORD10245,2023-05-12,West,Furniture,Table,10,4545.24,0.0,45452.4,Matthew Lopez
ORD10246,2023-04-23,East,Furniture,Bed Frame,18,8381.13,20.0,120688.23,Frances Vega
ORD10247,2023-10-08,South,Clothing,T-Shirt,8,431.75,20.0,2763.2,Karen Yu
ORD10248,2024-07-01,Central,Electronics,Laptop,16,8800.75,5.0,133771.47,John Johnston
ORD10249,2024-11-11,East,Clothing,Shoes,16,1357.66,10.0,19550.37,Carlos Nixon
ORD10250,2023-11-06,West,Electronics,Laptop,18,10714.99,0.0,192869.78,Mark Coleman
ORD10251,2024-07-02,North,Clothing,T-Shirt,6,564.36,10.0,3047.55,Breanna Ryan
ORD10252,2023-10-17,West,Furniture,Shelf,11,1869.8,20.0,16454.25,Wendy Davidson
ORD10253,2024-08-06,West,Clothing,Dress,7,873.02,10.0,5500.04,Paul Sellers
ORD10254,2024-01-06,Central,Furniture,Table,10,4080.32,5.0,38763.01,James Anderson
ORD10255,2024-09-06,South,Sports,Dumbbells,3,969.28,0.0,2907.84,Charles Moore
ORD10256,2023-04-25,East,Sports,Yoga Mat,9,385.06,15.0,2945.74,Jenny Howe
ORD10257,2023-10-02,North,Furniture,Sofa,9,13598.32,5.0,116265.63,Kim Walker
ORD10258,2024-03-23,North,Sports,Yoga Mat,17,449.65,10.0,6879.58,Bonnie Peterson
ORD10259,2023-10-05,West,Furniture,Sofa,8,14782.57,15.0,100521.47,Nicole Ferguson
ORD10260,2024-07-25,South,Groceries,Flour,18,86.16,5.0,1473.29,Kimberly Guzman
ORD10261,2024-09-19,North,Groceries,Rice,17,105.05,0.0,1785.88,Brandon Benton
ORD10262,2023-09-11,Central,Electronics,Smartwatch,19,3031.98,5.0,54727.3,Frank Huber
ORD10263,2023-11-15,North,Sports,Cricket Bat,19,796.32,20.0,12104.1,Taylor Smith
ORD10264,2024-09-15,East,Sports,Football,15,508.57,20.0,6102.81,John Sharp
ORD10265,2023-05-14,East,Electronics,Headphones,7,2045.96,0.0,14321.74,Michael Jefferson
ORD10266,2023-01-06,South,Electronics,Smartwatch,16,2577.7,15.0,35056.75,Timothy Wheeler
ORD10267,2024-07-05,East,Sports,Yoga Mat,13,384.11,20.0,3994.79,Jerry Proctor
ORD10268,2024-09-27,North,Electronics,Phone,17,6216.54,5.0,100397.13,Cody Johnson
ORD10269,2024-08-08,West,Electronics,Tablet,18,4817.95,5.0,82386.96,Harold Gordon
ORD10270,2023-05-20,North,Furniture,Table,4,3437.8,15.0,11688.52,David Smith
ORD10271,2023-02-22,North,Clothing,Jeans,20,859.21,20.0,13747.4,Suzanne Chambers
ORD10272,2024-07-05,Central,Clothing,T-Shirt,8,504.95,0.0,4039.62,Michael Hansen
ORD10273,2024-12-08,East,Furniture,Table,19,4116.47,10.0,70391.67,Eric Hess
ORD10274,2024-04-19,South,Clothing,Dress,10,745.1,20.0,5960.84,Holly Burns
ORD10275,2023-08-26,Central,Sports,Cycle,12,6793.72,15.0,69295.98,Tiffany Young
ORD10276,2023-07-16,South,Furniture,Bed Frame,10,8665.48,20.0,69323.84,Tyler Washington
ORD10277,2023-12-14,West,Clothing,Jacket,15,1685.51,20.0,20226.11,Crystal Cunningham
ORD10278,2024-03-21,North,Groceries,Pulses,8,110.25,10.0,793.82,Tiffany Graham
ORD10279,2023-02-20,North,Sports,Yoga Mat,2,371.28,20.0,594.06,Brittany Morrison
ORD10280,2023-10-10,North,Electronics,Phone,16,6387.75,10.0,91983.66,Jessica Tran
ORD10281,2023-12-23,South,Clothing,Jeans,16,1123.21,20.0,14377.06,Julie Dillon
ORD10282,2024-09-21,East,Sports,Football,10,481.14,20.0,3849.08,Gary Bowen
